Species	AT2G31240	6733	TC05G003200	6500	6977	TC02G024400	TC09G017950	6570	6447	6483	TC00G083870	7371	TC05G027690	5772	outlier014	6139	6883	4932	TC09G009480	6532	6450	TC02G003180	5406	TC07G000920	5034	6893	TC01G019030	7325	TC07G011130	4951	6034	6954	6631	TC04G030670	7602	4724	6227	TC06G016050	5318	AT3G04880	6320	6407	6363	6565	KT377126.1	TC04G026920	TC00G047210	7628	KT377094.1	TC06G006880	5843	5578	6962	6406	5960	5981	5942	5816	6164	TC09G025650	6797	TC01G032610	6439	5933	NM_179236.3	6420	6875	TC01G021540	AT5G13520	5639	TC03G028600	outlier002	5866	6274	NM_001198514.1	5990	TC04G015820	5354	5945	outlier010	7111	TC01G040040	5918	6430	7363	4890	6448	AT5G50280	AT2G35790	5842	outlier001	outlier011	6004	5926	6064	6265	5427	6492	6865	5328	5163	5469	7028	5343	NM_124699.3	5531	6848	5870	AT3G46610	5464	TC01G019250	5162	6383	6785	7194	5536	6238	7241	5326	AT3G56460	7128	5699	7021	TC05G029300	6780	KT377102.1	6366	6557	7333	AT3G10150	6978	TC09G034320	TC03G025580	5296	4954	6000	6601	TC02G023190	AT1G63680	AT5G64370	5802	AT1G02020	AT4G15420	TC03G023900	AT4G39520	6150	AT5G55960	6507	5220	6552	6460	6792	5841	5821	AT5G08530	AT2G01650	6924	6854	7029	5865	6859	5489	6459	5188	TC03G001430	5980	5138	TC01G005310	TC09G007890	6540	TC01G033670	6130	6270	5599	5449	5032	AT5G13630	AT5G02860	TC02G026940	6098	AT5G13030	TC01G002420	5335	6705	5656	5177	6488	6221	4796	outlier006	7367	outlier013	TC04G028160	4848	6128	6412	5434	6506	6318	7336	5339	6110	5460	5919	6148	6958	KT377086.1	6550	AT5G23940	5064	6641	6860	5941	5644	5791	6914	7024	6882	TC07G000500	AT4G38890	6387	AT3G53700	7135	5936	7141	6782	6299	5702	AT3G24190	4691	AT4G00740	4806	5968	6457	6528	AT3G56940	outlier003	6114	6909	6864	4744	TC04G019470	6036	5366	AT5G40440	TC06G011670	6051	AT1G48520	5123	6378	6679	5913	6494	5454	5116	5206	AT3G59040	TC03G002530	TC05G024510	5426	AT3G02760	6401	5594	5857	AT1G17160	4471	6779	6969	5949	outlier005	6620	6379	5428	5355	6405	6216	TC09G004790	AT1G52310	5421	KT377070.1	4942	5347	6933	5596	7273	TC02G006310	outlier004	TC09G010970	TC02G004290	5849	TC03G012430	6487	TC06G020780	5264	5333	AT3G54690	6393	AT5G13400	6282	6636	6050	TC05G008010	5977	5463	outlier009	5634	6979	5660	6527	6732	7279	6226	AT5G57930	TC02G009310	4889	6048	5348	7572	5703	7577	AT2G35130	6533	6946	NM_148067.4	5733	4992	7331	TC04G030490	6072	TC09G026260	5260	TC08G013000	6198	5271	5554	6531	6947	5273	6667	5859	AJ133743.1	TC05G005750	outlier007	5716	AT4G33945	6913	5893	6119	6791	KT377078.1	6995	TC03G010340	5477	7174	7324	6284	5090	6544	6398	5815	AT3G54090	6825	6056	7136	5398	6175	TC09G026350	5664	6713	4757	5910	7583	6955	5104	AT3G26782	5770	7296	outlier008	6563	4793	4802	AT1G65380	AT2G33630	TC01G007130	KT377118.1	TC05G022880	NM_113708.2	5614	6041	5940	AT5G21070	6538	outlier012	6639	5958	5513
SRR10245064	1431	0	591	579	294	1239	1938	0	219	189	2067	0	759	0	0	231	423	450	759	96	0	864	258	270	366	0	279	240	456	0	0	495	0	597	126	168	591	471	108	900	189	0	639	0	324	861	0	0	213	1164	0	204	252	0	0	0	327	264	0	681	414	489	99	447	1380	231	1332	426	801	126	519	0	0	591	0	147	1866	0	240	114	0	819	162	87	0	141	264	1299	276	0	0	0	177	150	0	0	207	435	84	288	411	153	309	711	0	0	261	57	1656	114	1641	480	0	0	135	0	207	0	396	549	315	375	195	0	0	159	0	0	405	501	168	1389	1341	0	837	360	207	723	1734	777	0	1539	1416	636	492	0	1392	0	195	0	285	234	270	234	1245	1395	480	105	141	531	171	0	207	189	753	417	372	528	1146	0	786	231	0	0	189	0	3444	1749	1308	969	759	1023	57	0	0	0	339	0	243	0	0	0	954	978	0	0	324	0	156	0	120	342	0	582	240	0	162	267	855	0	180	162	213	213	165	375	0	0	1581	804	0	1272	174	420	225	255	0	423	879	264	1056	126	159	0	204	591	0	0	171	0	0	663	282	222	321	1071	507	828	120	207	0	603	228	774	180	174	540	723	1638	294	2355	0	0	288	465	291	252	0	0	0	282	0	0	0	126	165	501	1302	84	270	666	219	213	606	168	441	114	207	624	156	1308	156	870	864	0	636	0	1755	198	0	108	0	303	186	0	219	714	0	177	0	0	0	744	453	0	0	132	159	0	0	1194	549	0	429	0	1017	207	1071	0	498	0	981	0	195	147	135	0	360	141	615	954	1077	0	156	381	150	165	435	0	198	0	642	621	0	126	705	231	243	378	165	1059	0	93	165	366	852	822	0	0	177	342	0	0	0	1287	0	0	0	249	189	462	1287	1248	1194	456	660	342	0	159	0	474	0	63	114	354	135
SRR10245065	1365	0	528	483	126	1239	1713	0	219	297	1704	0	759	0	0	231	225	366	759	96	354	594	240	270	159	0	267	87	456	321	0	354	0	597	0	168	591	471	108	888	342	114	324	0	372	909	570	0	213	633	0	153	0	0	0	0	327	153	0	681	369	489	99	93	1380	231	648	426	939	126	267	0	0	450	0	207	1866	0	234	114	0	819	135	87	0	141	243	1398	276	0	0	0	177	150	0	0	174	144	84	288	468	153	225	729	0	0	189	57	1560	222	837	531	0	0	120	0	228	0	396	381	258	387	318	0	96	159	0	0	357	501	156	1389	1194	0	471	204	162	723	1734	777	0	1110	552	636	354	0	705	0	195	0	285	234	228	234	1245	1398	378	105	141	414	180	0	207	189	708	417	192	336	1020	0	549	231	0	246	189	0	855	1749	750	645	759	1023	111	0	0	0	279	0	0	0	0	0	954	1392	0	0	234	0	0	0	120	339	96	582	162	0	162	267	855	0	180	162	213	213	111	375	0	0	924	270	0	1227	96	168	225	255	0	396	879	396	1056	0	159	0	204	591	0	0	171	0	0	450	282	138	303	1014	255	615	243	162	0	0	228	573	180	174	531	582	936	489	987	0	159	288	465	447	171	0	0	0	282	0	0	0	186	138	606	876	72	270	630	219	336	606	228	192	0	207	387	156	1272	156	501	321	0	636	0	1755	198	0	108	0	0	186	0	210	816	0	171	0	0	0	828	435	0	0	132	159	0	0	705	348	0	303	0	783	99	912	0	492	0	981	0	195	147	135	0	402	141	615	954	1056	0	156	381	138	165	435	0	171	0	639	534	144	117	711	255	243	246	90	1074	0	93	99	366	879	708	105	0	177	354	0	0	0	1005	0	0	0	249	300	417	900	672	1266	381	660	330	285	159	0	474	0	0	78	354	135
SRR10245066	1431	0	528	603	78	1065	1713	0	237	213	2070	0	759	0	0	231	423	366	594	96	315	318	240	270	198	0	735	171	456	0	0	402	0	597	126	168	591	471	108	900	354	114	408	0	372	909	336	0	213	486	0	204	66	0	0	0	327	165	0	681	249	489	99	381	924	231	747	426	930	126	267	0	0	474	0	0	915	0	228	114	0	441	96	87	0	138	273	1320	147	0	0	0	177	150	0	0	207	144	84	288	537	153	225	729	0	0	213	57	1356	294	1116	639	0	0	135	0	207	0	300	549	276	387	216	0	0	159	0	0	663	501	144	768	519	0	471	267	210	471	990	363	219	1320	450	195	324	0	804	0	195	0	285	222	270	234	408	1398	330	105	141	297	180	0	207	300	771	324	378	528	978	0	786	156	0	309	189	0	765	1749	573	522	468	564	111	0	0	0	228	0	183	0	0	0	954	1122	0	0	213	0	153	0	120	291	159	582	162	0	162	267	378	0	180	153	213	213	156	303	0	0	1545	252	0	1272	96	105	225	255	0	246	375	279	522	126	159	0	204	591	0	0	171	0	0	663	282	141	552	1065	297	288	120	162	0	0	228	777	180	174	540	798	543	294	987	141	450	288	465	393	252	0	0	0	282	0	0	0	192	171	729	435	72	270	459	219	336	267	168	441	0	207	627	156	1326	156	810	348	0	636	0	921	198	0	0	0	0	186	0	159	747	0	177	0	0	525	657	435	0	0	132	159	0	0	639	567	0	303	0	678	204	669	0	492	0	981	0	195	147	111	0	372	141	615	954	1110	0	156	381	138	165	435	0	198	0	639	534	0	126	711	255	153	246	144	582	189	93	99	366	879	822	129	0	177	342	0	0	0	1287	0	0	0	249	729	348	687	429	1266	531	660	276	366	159	0	267	0	0	156	354	135
SRR10245067	1440	0	129	522	78	567	1371	0	219	0	1653	0	759	0	0	231	225	237	759	96	300	318	240	270	216	0	279	0	429	159	0	528	0	597	225	168	261	471	108	900	213	267	261	0	267	474	0	0	213	741	0	159	252	0	0	0	294	264	0	681	408	273	99	423	924	231	393	426	549	126	417	0	0	471	0	0	765	0	234	99	0	819	144	0	0	141	78	1299	276	0	0	0	156	150	0	0	189	144	84	288	414	153	225	666	0	0	153	57	648	114	948	432	0	0	120	0	75	0	357	273	117	375	147	0	0	159	0	0	636	258	183	1389	1341	0	282	162	138	654	1449	519	225	1320	1032	447	492	0	579	0	195	0	285	183	270	234	621	1395	450	105	141	426	156	0	204	189	753	318	225	528	678	0	531	129	0	0	189	141	852	1371	1140	522	519	537	57	231	0	0	135	0	243	0	0	0	735	531	0	0	324	0	0	0	120	342	0	546	195	0	162	267	855	0	180	132	213	213	129	255	0	0	777	348	0	402	96	105	225	255	0	249	654	279	849	126	117	0	204	264	0	0	171	0	0	468	282	69	552	825	507	576	120	213	0	0	228	543	180	174	507	801	960	246	1518	0	216	288	465	339	171	0	129	0	282	0	0	0	180	165	324	585	72	270	423	219	234	606	111	213	0	207	405	156	1176	156	807	429	234	594	0	1644	198	0	0	0	162	186	0	120	714	0	177	0	0	171	384	480	0	0	0	159	0	0	525	240	0	303	0	384	129	903	0	498	0	843	0	195	147	135	141	252	141	540	612	1032	0	156	381	138	165	435	0	171	0	642	534	174	126	711	231	243	180	177	549	192	93	90	183	507	594	90	0	177	0	0	0	0	909	0	0	0	246	279	210	945	471	1266	222	648	192	264	159	0	474	0	63	0	342	135
SRR10245068	1491	0	591	726	270	1239	1938	0	354	0	2067	0	759	0	0	231	423	366	759	96	402	864	591	270	330	0	279	240	456	0	0	396	0	597	0	168	591	471	108	900	354	0	492	0	285	1002	0	0	213	1164	0	204	252	0	0	0	327	288	0	681	441	489	99	432	1380	231	597	426	1047	126	519	0	0	270	0	207	1866	0	429	114	0	819	96	87	0	141	111	1299	276	0	0	0	177	150	0	0	261	435	84	288	558	153	273	729	0	0	261	57	1656	300	1641	774	0	0	120	0	300	0	396	549	339	375	333	0	0	159	0	0	762	501	171	1389	1341	0	837	456	210	1188	1902	471	150	1539	696	633	492	0	1392	0	195	0	285	234	270	234	1245	1350	501	105	141	531	267	0	207	294	771	417	384	528	1185	0	786	231	0	0	189	195	2655	1899	1308	594	969	1023	195	231	84	0	264	0	243	0	0	0	954	1473	0	0	324	0	309	0	120	339	0	582	252	0	162	267	855	0	180	228	213	213	129	675	0	0	1665	804	300	1272	321	249	225	336	0	423	879	330	1056	126	0	0	204	591	0	0	171	0	0	663	282	288	441	993	507	843	267	162	0	387	228	978	180	174	639	801	1638	294	1644	252	333	288	465	474	252	0	129	0	282	0	0	0	156	165	468	1302	90	270	666	219	237	606	168	441	114	207	624	156	1281	156	759	864	309	636	0	1755	198	0	0	0	327	186	0	0	816	0	177	0	0	186	828	435	0	0	0	159	0	0	1194	567	0	429	0	852	207	1071	0	498	0	585	0	195	147	135	156	618	141	615	954	825	0	156	381	138	165	1503	0	198	0	642	255	135	126	711	273	243	210	90	1056	0	93	165	366	852	822	90	0	177	294	0	0	0	1287	0	0	0	246	189	561	1554	1248	1266	618	660	306	495	159	0	474	0	63	204	354	135
SRR10245069	1320	0	288	483	78	1239	1758	0	219	126	1095	0	351	0	0	231	423	450	555	96	0	660	240	270	189	0	609	87	456	0	0	333	0	597	0	168	321	471	165	888	210	114	267	0	249	909	384	0	213	444	0	204	0	0	0	0	327	258	0	681	399	489	99	147	1167	231	648	426	861	126	519	0	0	471	0	0	1866	0	234	114	0	816	135	66	0	0	120	1299	276	0	0	0	177	150	0	0	246	144	84	288	411	153	225	729	0	0	165	57	1377	138	1641	486	0	0	135	0	156	0	396	549	225	168	231	0	0	159	0	0	561	501	144	1389	1341	0	378	267	129	723	1734	729	0	1149	1407	636	453	0	696	0	195	0	285	234	270	234	627	1395	207	105	141	399	180	0	207	183	753	318	240	510	816	0	588	231	0	0	189	0	1101	1791	735	969	519	639	129	0	0	0	339	0	150	0	0	0	954	1119	0	0	324	0	0	0	120	0	153	621	162	0	162	267	855	0	180	138	213	213	180	369	0	0	1236	504	0	1272	135	309	225	255	0	360	879	279	720	0	159	0	204	294	0	0	171	0	0	663	282	135	552	939	255	627	0	162	0	0	228	594	156	174	669	750	1641	294	987	0	0	288	465	393	252	0	0	0	282	0	0	0	192	171	645	1260	72	270	309	219	264	606	105	441	0	207	627	156	1302	156	390	864	0	636	0	1575	171	0	0	0	0	186	0	111	432	0	177	0	0	0	795	417	0	0	132	159	0	0	486	531	0	303	0	684	183	1071	0	492	0	981	0	222	147	132	0	411	141	597	630	981	0	156	381	138	165	1404	0	198	0	639	534	0	126	462	255	243	231	138	696	153	93	288	366	567	645	90	0	177	285	0	0	0	963	0	0	0	249	291	393	1218	822	1266	429	660	249	0	159	0	474	0	0	78	357	135
SRR10245070	699	0	528	822	228	1239	1920	0	354	297	2070	0	288	0	0	231	423	366	615	96	384	525	240	270	369	0	243	240	408	450	0	531	0	597	126	168	591	471	234	900	324	267	396	0	372	1077	588	0	213	579	0	204	252	0	0	0	327	396	0	681	414	489	99	387	531	231	597	426	1092	126	519	0	81	258	0	207	1266	0	234	114	0	819	96	87	0	141	309	1635	249	0	0	0	177	150	0	0	246	144	84	288	690	153	291	729	0	0	261	57	1608	294	1641	537	0	0	210	0	207	0	396	261	381	387	357	0	96	159	0	0	396	501	141	1389	1056	0	459	267	261	723	1734	363	150	1542	771	636	300	0	714	0	195	90	285	222	270	282	933	1398	513	105	141	618	423	0	207	300	771	438	252	528	1023	0	384	231	0	336	177	0	3444	786	870	645	1008	546	165	231	0	0	426	0	234	0	0	0	954	1509	0	0	324	0	162	0	120	339	327	642	162	0	162	267	855	171	180	159	213	213	183	375	0	0	903	255	219	672	96	168	369	255	0	480	879	279	861	126	255	0	204	300	0	0	117	0	0	663	282	135	552	1098	297	843	168	162	0	159	228	900	180	174	669	801	1638	294	987	366	486	288	465	495	360	0	0	0	282	0	0	0	192	171	447	819	147	270	459	219	336	318	234	441	0	207	627	156	1326	156	1338	864	402	636	0	1755	198	0	189	0	132	186	0	168	759	0	177	0	0	138	828	327	0	0	132	159	0	0	594	519	0	429	0	1164	219	1071	0	312	0	585	159	195	147	96	156	474	141	615	636	1104	0	156	381	138	165	435	0	198	0	639	369	243	126	711	231	243	246	165	1074	180	150	366	366	879	822	144	0	177	354	0	0	0	1095	0	0	0	249	399	555	825	471	1266	531	660	366	411	159	0	195	0	0	0	354	135
SRR10245071	900	0	528	306	204	1239	1644	0	291	0	1077	0	456	0	0	231	210	450	558	96	153	864	240	270	237	0	156	0	456	0	0	393	0	372	126	168	210	471	108	900	324	0	150	0	243	660	246	0	213	501	0	204	0	0	0	0	327	285	0	681	204	489	444	141	1380	231	759	426	549	126	327	0	81	279	0	162	1797	0	240	114	0	813	201	87	159	162	264	1299	255	0	0	0	177	150	0	0	156	294	81	288	375	153	225	543	0	0	153	57	606	288	1326	321	0	0	120	0	207	0	228	381	117	375	168	0	0	159	0	0	396	381	102	726	588	0	276	159	129	504	1590	375	90	1317	660	636	366	0	447	0	195	0	285	183	354	222	747	1395	396	105	141	417	150	0	207	189	753	243	312	528	1035	0	357	156	0	120	189	0	2655	1698	1296	522	519	1023	57	0	0	0	0	0	234	0	0	0	951	147	0	0	324	0	156	0	120	285	0	582	0	0	162	267	855	0	180	168	213	213	129	261	0	0	1401	345	258	690	96	105	225	174	0	249	279	234	1056	207	159	0	204	591	0	0	171	0	0	408	282	66	552	879	297	627	120	144	0	294	228	669	180	174	708	687	1638	294	987	393	207	288	375	138	252	0	129	0	282	0	0	0	192	165	357	564	84	270	258	219	222	219	168	252	0	207	483	144	813	156	384	675	0	594	0	930	198	0	0	0	156	186	0	138	336	0	177	0	0	186	825	417	0	0	144	159	0	0	402	240	0	303	0	615	129	789	0	498	0	585	0	195	147	135	0	375	141	573	954	1203	0	156	381	147	165	258	0	102	0	642	534	0	126	702	255	156	165	90	582	0	93	99	183	522	669	0	0	177	0	0	0	0	963	0	0	0	249	189	348	945	429	1266	180	660	249	174	159	0	267	210	63	111	357	135
SRR10245072	1506	0	528	843	207	1239	1938	0	354	246	2034	0	759	0	0	231	390	450	750	96	0	864	480	270	285	0	279	87	456	0	0	528	0	597	0	168	423	471	108	900	351	0	753	0	243	909	0	0	213	1164	0	204	207	0	0	0	327	393	0	681	447	366	99	522	1380	231	1335	426	987	126	519	0	0	579	0	156	1866	0	300	114	0	819	201	87	0	141	351	1299	276	0	0	0	177	150	0	0	222	435	84	288	552	153	273	729	0	0	240	57	1656	138	1641	423	0	0	126	0	285	0	396	549	381	375	345	0	0	159	0	0	252	501	159	1389	1341	0	837	501	210	723	1734	777	267	1539	1407	636	492	0	1392	0	195	0	285	234	270	234	1245	1395	453	105	141	531	351	0	207	189	771	537	345	528	1179	0	786	156	0	240	189	270	3444	1875	1308	969	1008	1023	57	0	0	0	249	0	225	0	0	0	954	1077	0	0	324	0	396	0	120	339	0	582	207	0	162	267	855	0	180	162	213	213	129	375	0	0	1545	783	0	1272	135	168	225	336	0	423	879	402	1056	126	246	0	204	591	0	0	171	0	0	663	282	198	552	1134	507	843	198	213	0	588	228	936	180	174	669	801	1638	492	1992	0	612	288	465	291	225	0	72	0	282	0	0	0	183	165	729	1302	147	270	459	219	336	606	237	441	114	207	624	156	1308	156	774	864	0	636	0	1755	198	0	186	0	363	186	0	159	816	0	177	0	0	171	828	435	0	0	132	159	0	0	1182	567	0	429	0	975	213	597	0	498	0	885	0	222	147	135	129	594	141	615	954	1260	0	156	381	138	165	1437	0	198	0	642	624	0	126	711	273	243	246	156	1059	0	93	165	366	852	822	129	0	177	354	0	0	0	1287	0	180	0	246	198	528	1422	897	1146	0	660	354	231	159	0	474	0	0	204	357	135
SRR10245073	1506	0	528	735	261	1239	1938	0	198	189	2067	0	759	0	0	231	423	450	759	96	402	864	591	270	123	0	279	240	276	0	0	549	0	597	114	168	537	471	135	900	219	267	375	0	243	909	228	0	213	1164	0	204	66	0	0	0	327	219	0	681	543	285	99	417	1380	231	1335	426	963	126	519	0	0	321	0	180	1866	0	429	114	0	819	201	87	0	141	294	1305	276	0	0	0	177	150	0	0	228	435	84	288	522	153	225	729	0	180	189	57	1656	252	1641	702	0	0	135	0	330	0	396	549	120	387	279	0	0	159	0	0	252	501	171	1389	1341	0	837	390	318	723	1734	777	189	1539	1407	633	492	0	1392	0	195	0	285	234	270	234	1245	1395	420	105	141	654	351	0	207	216	771	417	327	528	417	0	786	249	0	120	189	270	3444	1899	1308	522	1008	1023	111	231	0	0	384	0	270	0	0	0	954	1056	0	0	324	0	0	0	120	342	0	582	177	0	162	267	855	0	180	168	213	213	129	375	0	0	1545	282	708	1272	174	249	204	255	0	423	879	474	1056	126	255	0	204	531	0	0	171	0	0	663	282	135	552	1005	270	798	120	162	0	465	228	1005	180	174	477	801	1638	492	2355	393	420	288	465	339	252	0	147	0	282	0	0	258	192	165	519	636	147	270	423	219	177	267	168	441	114	207	624	156	1308	156	906	864	231	675	0	888	198	0	108	0	360	186	0	210	810	0	177	0	0	138	828	462	0	0	132	159	0	0	1194	567	0	429	0	708	207	1041	0	498	0	981	0	195	147	135	159	474	141	615	954	1101	0	156	381	138	150	435	0	171	0	642	255	174	126	711	273	243	180	150	1059	0	93	165	366	852	822	141	0	177	285	0	0	0	1287	0	0	0	246	189	462	1353	1248	1266	537	660	345	318	159	0	474	270	63	0	357	135
SRR10245074	1506	0	591	837	270	1239	1938	0	348	318	2067	0	759	0	0	231	393	366	759	96	426	864	591	270	429	0	279	279	423	0	0	345	0	858	231	168	591	471	108	900	255	258	753	0	318	966	0	0	213	1164	0	195	300	0	0	0	327	417	0	681	561	489	99	522	1380	231	1335	426	1026	126	519	0	0	564	0	207	1866	0	489	114	0	819	255	0	0	0	165	1299	276	0	0	0	177	150	0	0	216	435	84	288	537	153	252	729	0	0	306	57	1656	294	1641	318	0	0	120	0	366	0	396	549	117	375	390	0	0	159	0	0	396	504	171	1389	1341	0	837	345	249	1188	1734	777	249	1539	1407	636	492	126	1392	0	195	0	285	234	369	234	1245	1395	480	249	141	531	180	0	207	300	753	354	378	528	1623	0	786	231	0	183	189	270	3444	1791	1308	969	1008	1023	57	231	0	0	318	0	243	0	0	0	954	930	0	0	324	0	327	0	120	321	0	582	252	0	162	267	855	0	180	156	213	213	183	375	0	0	1545	804	0	1272	210	249	225	291	0	423	879	291	1056	0	246	0	204	591	0	0	171	0	0	663	282	234	552	1050	507	843	189	213	0	207	228	708	177	174	651	801	1638	492	2355	0	582	288	465	396	249	0	129	0	282	0	0	0	192	165	519	1308	0	270	666	219	336	606	237	441	114	201	624	156	1308	156	585	864	285	636	0	1755	198	0	0	0	363	186	0	243	816	0	177	0	0	138	828	453	0	0	132	159	0	0	1194	567	0	429	0	954	216	1071	0	498	0	981	0	246	147	135	0	543	141	615	954	1260	0	156	378	279	165	1506	0	198	0	642	624	174	126	711	273	243	378	165	1059	192	93	165	219	852	822	123	0	177	318	0	0	0	1287	0	0	0	246	279	513	1419	1248	1137	525	660	333	294	159	0	474	0	66	189	357	123
SRR10245075	711	0	528	789	294	1227	1938	0	219	210	2067	0	756	0	0	231	477	450	759	96	318	366	591	270	384	0	279	219	456	474	0	540	0	327	84	168	591	471	135	900	210	267	885	0	264	861	0	0	216	375	0	195	252	0	0	0	327	264	0	681	414	489	99	447	1380	231	747	312	1386	126	564	0	0	276	0	207	768	0	240	114	0	822	255	87	0	141	366	1596	138	0	0	0	177	150	0	0	222	144	84	237	537	153	0	681	0	0	189	57	1599	207	1641	855	0	0	126	0	426	0	396	261	321	375	402	0	0	159	0	0	753	501	240	768	591	0	396	345	207	723	1173	228	183	1527	465	429	492	0	345	0	195	0	285	234	270	255	567	1395	432	195	126	531	267	0	207	0	708	579	252	525	1110	0	786	231	0	285	189	195	708	1791	1296	969	1008	516	234	231	132	0	339	0	243	0	0	0	954	927	0	0	324	0	156	0	120	339	0	642	240	0	162	267	495	0	180	168	213	213	129	336	0	0	648	282	0	573	96	249	225	336	0	423	507	309	936	126	228	0	204	591	0	0	171	0	0	663	282	417	552	696	297	843	120	162	0	423	228	978	180	174	639	801	1632	294	987	399	537	288	465	486	243	0	204	0	282	0	0	0	192	165	309	876	147	270	666	219	330	291	186	315	0	207	627	156	1299	156	1017	546	468	636	0	435	198	0	189	0	324	186	0	66	810	0	177	0	0	186	828	435	0	0	132	159	0	0	471	453	0	429	0	984	207	1071	0	498	0	399	0	267	147	135	0	360	141	615	954	1224	0	156	381	138	165	435	0	198	0	642	534	243	183	711	255	243	378	177	468	192	93	165	366	315	822	144	0	177	351	0	0	0	1287	75	0	0	249	291	405	945	591	666	534	660	348	372	159	0	267	0	63	0	357	264
SRR10245076	831	0	528	828	228	1227	1938	0	261	0	1701	0	759	0	0	228	423	450	759	84	345	864	258	270	369	0	279	87	456	0	0	420	0	597	225	168	591	471	108	900	303	189	531	0	243	1128	0	0	213	762	0	195	0	0	0	0	327	264	0	681	291	390	99	417	1239	231	615	378	801	126	393	0	0	474	0	207	1866	0	240	114	0	693	162	87	0	141	255	1299	180	0	0	0	177	150	0	0	246	435	84	288	537	153	225	729	0	0	153	57	1656	300	1641	798	0	0	123	0	228	0	396	273	378	375	216	0	0	159	0	0	729	501	183	1137	1341	0	837	426	210	504	1734	489	258	1545	1407	636	300	0	1392	0	195	0	285	234	270	234	924	1395	480	105	141	459	246	0	207	168	771	417	378	528	1119	0	396	156	0	0	189	270	3444	1899	1308	321	1008	1023	0	0	0	0	246	0	111	0	0	0	954	906	0	0	324	0	276	0	120	339	0	582	456	0	162	267	855	0	180	162	213	213	153	375	0	0	1104	804	0	1272	135	105	225	225	0	408	375	264	1056	126	153	0	204	591	0	0	168	0	0	663	282	240	552	1032	507	627	120	213	0	660	228	780	180	174	540	801	1638	294	1197	435	432	288	465	279	171	0	129	0	282	0	0	0	183	165	420	1302	111	270	306	219	153	606	168	441	141	207	624	156	1308	132	600	684	0	594	0	846	198	0	144	0	0	186	0	168	810	0	177	0	0	0	1161	435	0	0	132	159	0	0	648	459	0	303	0	828	210	1071	0	498	0	915	0	201	147	135	117	366	141	615	954	1158	0	156	381	147	165	435	0	171	0	642	624	135	126	711	255	243	246	90	531	0	93	90	366	852	822	225	0	177	282	0	0	0	1287	0	0	0	249	189	417	636	630	1266	387	660	258	0	159	0	267	0	63	210	357	261
SRR10245077	1506	138	528	921	234	1239	1938	0	333	300	2067	0	759	0	0	231	393	450	759	96	363	864	591	270	369	0	279	0	456	0	0	531	0	597	0	168	591	468	135	900	660	267	591	0	372	942	0	0	213	1164	0	195	207	0	0	0	327	291	0	681	438	489	99	369	1380	231	1335	426	1356	126	519	0	0	537	0	207	1866	0	429	114	0	819	255	87	0	141	264	1299	276	0	0	0	177	150	0	0	219	387	84	288	666	153	309	729	0	0	261	57	1656	294	1641	564	0	0	135	0	330	0	396	549	345	375	426	0	0	159	0	0	762	501	168	1389	1341	0	837	603	210	1188	1734	777	267	1539	1407	636	492	0	1392	0	195	0	285	234	270	234	1245	1395	480	249	141	648	375	0	207	189	771	417	372	528	1044	0	786	231	0	249	189	195	3444	1899	1308	969	1008	1023	57	0	0	0	396	0	225	0	0	0	954	1713	0	0	324	0	309	0	120	339	0	582	213	0	162	267	855	0	180	168	213	213	165	375	0	0	1545	804	0	684	195	687	225	336	0	423	879	384	1056	0	246	0	204	591	0	0	171	0	0	663	282	342	552	1071	507	645	243	249	0	378	228	963	180	174	669	801	1638	492	2355	0	498	288	465	339	252	0	129	0	282	0	0	0	189	171	729	1302	147	270	333	219	300	606	237	441	114	207	624	156	1308	156	969	864	0	1011	0	1755	198	0	0	0	363	186	0	237	810	0	177	0	0	138	828	441	0	0	132	159	0	0	1194	567	0	429	0	987	219	1071	0	498	0	585	0	195	147	135	0	534	141	615	954	1260	0	156	600	138	165	435	0	198	0	642	624	279	183	711	264	243	246	165	1074	0	93	90	258	852	822	123	0	177	402	0	0	0	1287	0	0	0	246	279	561	1659	1248	1266	528	660	342	291	159	0	474	0	63	207	354	135
