Species	AT3G59040	5434	6450	KT377126.1	4724	5138	6882	TC00G047210	7296	5849	6447	4793	5064	TC06G020780	5449	5634	4890	6506	7333	5536	5614	5968	AT3G56460	TC05G022880	6875	TC09G007890	5206	5664	5421	5460	5656	AT2G35790	AT1G48520	6854	5936	AT5G21070	AT5G57930	6550	5703	7367	6601	6705	6226	5815	6114	6265	AT5G13630	7174	6791	6412	5843	TC02G003400	7273	6483	6792	6072	4757	6238	6848	TC03G002530	5273	5318	5513	AT3G53700	TC03G028600	4806	5469	6282	5427	TC02G003180	6893	4802	6636	4796	5339	5981	5355	6130	7029	5926	TC01G040040	7602	5220	5699	5644	5596	AT3G26782	5941	6978	6387	TC04G028160	6378	AT3G56940	TC04G015820	6110	5933	6914	5260	5489	TC03G023900	5428	5802	6320	7583	AT3G04880	6492	6494	TC09G010970	6366	TC09G026260	AT3G46610	6041	NM_148067.4	AT5G06830	AT4G15420	4932	6379	5945	5454	TC02G026940	6459	6420	7128	AT2G43030	TC04G019470	TC01G019250	6979	AT5G50280	AT5G13030	6050	6407	5531	TC04G030490	TC03G025580	5090	TC07G000500	TC09G004790	6865	7324	6363	5296	6797	7279	6164	6270	6532	AT5G60590	AT5G02860	5463	6128	TC00G083870	TC06G016050	6909	5949	7572	5940	7141	7135	6488	AT1G63680	6439	4848	5123	TC01G019030	6732	AT2G01650	5328	AT1G65380	5716	6733	6825	AT4G38890	6785	NM_113708.2	5333	6667	5859	5264	TC02G006310	6557	TC05G024510	TC01G002420	TC04G006100	TC01G021540	6398	6119	AT4G33945	TC05G029300	6406	KT377078.1	5913	5702	5032	5188	AT1G02020	4942	TC09G017950	7136	6460	5104	5919	5960	5177	6064	KT377086.1	6004	6552	6954	6540	5866	7628	6430	AT2G33630	AJ133743.1	5990	6448	AT4G00740	KT377110.1	AT1G31780	6527	6198	6507	6782	5842	6913	AT2G31240	TC04G026920	6056	TC09G034320	6955	AT3G02760	4691	4471	AT1G17160	6969	6977	5366	6924	5918	5578	6947	TC05G008010	6051	6779	TC09G025650	5554	7331	6383	6148	7336	NM_179236.3	KT377118.1	TC02G004290	5343	KT377094.1	5816	6000	5347	5116	5733	6048	AT5G55960	5980	6401	TC03G001430	6457	6405	6544	6393	AT3G54690	5326	AT2G44660	5821	6962	6500	AT5G13520	5398	TC01G032610	7325	6533	6150	6318	TC02G023190	KT377102.1	5791	TC02G009310	AT3G10150	6036	AT2G35130	AT5G23940	5477	6933	6221	5639	6563	TC09G026350	6538	6034	7194	7371	TC05G005750	5335	TC09G009480	6531	6274	6946	5354	TC03G012430	6883	AT5G64370	7577	4951	6641	TC08G013000	TC06G006880	5977	4889	4744	6620	TC02G024400	AT3G54090	5958	5772	5893	6631	5034	5942	6565	NM_001198514.1	7241	TC07G011130	7111	6639	5163	6860	6958	5594	5271	5660	6216	AT5G67530	NM_124699.3	5770	7363	7024	TC05G003200	TC07G000920	AT1G52310	6227	AT3G24190	6299	6528	AT5G13400	5348	7021	5841	TC03G010340	5599	7028	TC01G033670	TC01G005310	5406	5464	KT377070.1	6995	TC04G030670	TC06G011670	6780	6713	5426	AT5G08530	6864	5162	5910	TC05G027690	5865	4992	6487	6139	6859	AT5G40440	AT4G39520	TC01G007130	6679
SRR10245065	537	315	0	0	165	0	0	0	0	156	147	0	0	0	144	0	0	0	258	0	147	75	495	645	0	1020	174	0	0	96	0	651	723	114	102	297	825	159	0	0	162	0	0	0	0	0	4236	117	0	0	0	1026	90	159	150	0	177	0	0	708	0	108	135	1242	357	0	153	198	174	570	0	135	0	0	129	0	0	231	141	159	909	0	195	384	213	552	1395	213	0	0	954	162	243	930	0	0	138	0	0	720	0	0	153	0	561	288	234	405	0	534	1563	174	360	1440	606	390	0	0	513	834	207	312	0	264	513	1869	234	1272	879	108	114	0	1113	837	0	396	633	132	0	0	0	99	0	0	0	0	243	2001	186	0	480	522	171	0	168	0	180	162	135	2004	174	141	123	300	0	1422	288	477	150	0	0	828	0	108	0	147	222	138	735	0	1737	1305	378	279	246	240	387	1062	0	0	0	0	0	0	1668	180	1719	279	228	0	549	0	0	0	255	180	0	0	0	0	0	0	1098	954	0	174	1458	156	510	177	0	0	0	0	141	1458	642	0	1191	0	2304	273	234	693	0	78	96	0	0	0	0	972	255	171	318	144	0	0	0	0	1557	138	594	432	357	126	189	0	180	0	0	1518	213	0	621	0	0	243	0	606	396	672	0	0	0	972	360	492	87	120	0	0	909	159	0	384	255	282	1407	972	534	0	0	258	318	456	0	0	120	0	618	111	660	120	0	0	0	1278	0	900	0	0	183	1041	633	0	0	0	279	1245	1275	0	0	165	0	0	327	0	2154	0	672	0	78	228	156	0	0	162	0	0	1290	0	0	0	0	696	525	1884	321	1560	0	204	2070	0	141	165	843	0	225	318	453	240	0	273	0	414	687	0	0	369	858	0	0	153	756	0	267	156	231	105	420	963	1407	0
SRR10245066	750	213	0	0	165	0	0	0	0	156	219	0	0	0	189	0	0	0	258	0	0	144	450	648	0	978	174	0	0	114	0	405	723	114	102	663	687	159	0	0	192	0	0	0	0	0	849	225	0	0	0	657	90	108	150	0	177	0	0	804	276	108	135	918	357	0	153	198	174	396	0	135	0	0	129	0	0	156	141	159	498	0	195	384	213	267	1653	213	0	0	954	162	345	894	0	186	138	0	0	480	0	0	150	0	1029	288	234	405	0	381	1287	174	360	810	483	333	0	0	513	699	207	312	105	168	726	627	303	1305	588	0	114	0	492	300	0	918	633	132	0	0	0	93	0	0	0	0	177	975	186	0	84	522	171	0	168	0	219	0	135	1146	114	141	123	300	0	1014	288	783	150	0	0	432	0	99	0	147	222	105	756	0	1740	543	462	279	246	240	387	855	0	138	0	204	0	0	912	180	1674	279	288	0	549	0	0	0	255	180	0	0	0	0	0	0	891	954	0	120	606	156	564	177	0	0	0	0	141	1524	630	0	942	0	1386	273	120	693	0	84	96	0	0	0	0	1641	285	207	585	144	0	0	0	0	1035	168	882	432	357	126	0	0	180	0	0	729	213	0	846	0	0	153	0	597	396	672	0	0	0	960	258	492	171	120	0	0	585	159	0	384	255	282	633	465	534	0	0	258	249	1047	0	0	135	0	573	111	660	75	0	0	0	1299	0	438	0	0	183	1035	789	0	0	0	279	1245	555	180	0	165	0	0	249	0	1749	0	333	0	78	228	153	0	0	144	0	0	714	0	0	0	0	405	525	546	249	723	0	204	585	0	141	165	843	0	288	630	687	240	0	273	0	825	687	0	0	348	408	0	0	312	756	0	267	156	231	120	363	570	1407	0
SRR10245067	789	324	0	162	168	210	0	0	0	156	219	189	0	228	189	0	0	0	258	0	90	75	297	426	0	678	174	0	0	0	0	399	678	114	102	810	387	150	0	0	129	0	138	0	0	0	1482	105	0	0	0	717	90	0	165	0	177	0	0	579	0	0	135	405	792	0	153	198	189	462	0	114	0	0	129	0	0	0	141	159	909	0	195	291	213	552	1089	213	0	0	735	213	483	831	0	0	138	0	0	486	0	0	138	0	1029	285	234	405	0	405	216	174	360	621	543	354	0	117	519	1026	204	312	96	249	459	507	0	1272	630	0	114	0	1011	657	0	498	357	111	0	120	0	150	0	0	0	0	216	1569	186	0	429	501	171	0	168	0	165	0	0	1479	114	150	123	303	0	945	288	978	150	0	0	1104	0	108	234	147	222	255	378	0	945	534	456	279	180	240	384	879	0	129	0	0	0	0	1338	177	1362	105	288	0	549	0	0	0	174	156	0	0	0	0	0	0	570	939	0	78	1458	156	573	177	0	0	0	0	141	1440	411	0	912	0	1845	273	120	693	0	78	96	0	0	0	0	714	504	0	585	144	0	0	0	0	1032	168	447	432	360	126	0	0	180	0	0	987	207	0	849	0	0	243	0	444	225	597	108	0	0	546	228	273	0	120	0	0	837	159	0	384	255	282	525	945	534	0	0	258	315	657	0	0	120	0	636	0	810	147	0	0	0	1167	0	1368	0	0	183	858	474	0	0	0	279	567	693	339	0	165	0	0	294	0	591	0	489	0	0	228	132	0	0	195	0	150	681	0	0	0	0	243	525	1083	231	909	0	204	1494	0	114	165	861	0	258	327	687	240	0	273	0	825	747	0	0	255	1056	0	0	0	756	0	267	156	231	117	417	531	1407	0
SRR10245068	975	324	0	0	168	0	0	0	0	156	216	189	0	390	189	0	0	0	258	0	132	0	1170	696	0	1185	174	0	0	0	0	663	723	114	237	921	825	150	0	0	159	0	0	0	0	0	3192	246	0	0	0	711	87	0	0	0	177	0	0	834	252	0	135	1287	534	0	153	198	189	588	0	114	0	0	129	0	0	0	141	159	909	0	195	384	213	552	1641	213	0	0	954	162	651	1866	0	189	138	0	0	720	0	0	138	0	1029	285	234	405	0	534	705	174	507	1413	741	477	0	0	654	1512	207	312	96	264	726	1863	0	1272	876	108	0	0	1182	1362	0	918	636	132	0	423	0	261	0	0	0	0	285	1986	186	0	198	522	171	0	168	0	204	0	0	2004	174	150	123	303	0	1143	288	0	150	0	0	1281	0	99	0	147	222	132	747	0	1740	1314	1134	276	246	240	384	1401	0	138	0	0	0	0	1698	174	1983	279	288	0	549	0	0	0	255	180	0	0	0	0	0	0	1335	954	0	78	1458	156	444	177	0	0	0	0	141	1563	783	0	2094	0	1845	324	186	693	0	207	96	0	0	0	0	1662	504	228	585	144	0	0	0	0	1554	168	873	432	360	126	255	0	180	0	0	1518	213	0	849	0	0	243	0	606	396	417	0	0	0	1077	360	492	237	120	0	0	1470	159	0	384	528	282	1932	996	369	0	0	258	315	1047	0	0	120	0	654	213	585	147	0	0	0	1305	0	468	0	0	183	585	1242	0	0	0	279	1245	1275	192	0	165	0	0	327	0	1869	0	672	0	78	228	156	0	0	195	0	171	1233	0	0	0	0	696	525	1881	486	1560	0	204	2067	0	141	165	861	0	225	468	687	255	117	273	0	828	747	0	0	303	1668	0	0	120	756	0	267	156	231	267	582	900	1407	0
SRR10245069	795	315	0	177	165	0	0	0	0	156	219	0	0	210	189	0	0	0	258	0	0	75	555	630	0	816	174	0	0	153	0	543	723	114	102	921	789	159	0	0	225	0	0	0	0	0	3780	0	0	0	0	1785	90	78	150	0	177	0	0	675	0	165	135	1287	768	0	153	171	186	555	0	135	0	0	129	0	0	156	141	159	906	0	195	168	213	552	1110	213	0	0	954	162	522	1857	0	138	138	0	0	720	0	0	0	0	1017	285	234	405	0	534	1422	174	360	687	1323	477	0	0	513	738	207	312	105	264	672	1869	207	1272	642	0	114	0	1011	1389	0	918	585	132	0	0	0	72	0	0	0	0	285	1803	186	0	246	522	171	0	168	0	225	0	135	2004	114	381	0	300	0	948	288	783	150	0	0	1257	0	99	0	147	222	111	750	0	1740	936	303	279	231	240	387	2091	0	0	0	0	0	0	822	159	936	279	288	0	549	0	0	0	255	180	0	0	0	0	0	0	1290	579	0	120	906	156	573	177	0	0	0	0	141	1161	513	0	717	0	2013	273	120	684	0	78	96	0	0	0	0	999	255	204	585	144	0	0	0	0	1254	0	888	432	357	126	0	0	156	0	0	645	213	0	846	0	0	243	0	549	216	672	0	0	0	849	258	492	87	120	0	0	909	159	0	384	534	282	1407	972	534	0	0	258	318	768	0	0	135	0	636	111	603	144	0	0	0	1224	0	1071	0	0	183	1035	504	0	0	0	279	1245	711	0	0	165	0	0	327	0	1137	0	672	0	0	228	0	0	0	162	0	168	1035	0	0	0	0	384	525	1236	171	1560	0	204	1566	0	141	165	843	0	225	525	687	240	0	273	0	825	687	0	0	303	864	0	0	0	315	0	156	156	231	123	894	546	1407	0
SRR10245070	984	324	0	0	165	0	0	0	0	156	219	0	171	282	177	0	0	0	258	0	147	150	453	696	0	1023	174	0	0	168	0	486	723	114	102	375	609	159	0	0	159	0	0	0	0	0	4236	288	0	0	0	657	90	216	150	0	177	0	0	723	249	108	135	669	906	0	153	198	183	516	0	135	0	0	129	0	0	231	141	159	909	0	195	384	213	264	846	213	0	0	954	162	351	1866	0	0	138	0	0	645	0	0	153	0	1029	288	234	405	0	303	1719	174	360	1440	780	477	0	0	483	867	171	312	105	264	726	1869	0	1647	1131	108	249	0	1140	867	0	918	633	132	0	156	0	189	0	0	0	0	285	786	186	0	156	522	117	0	168	0	219	0	135	459	174	141	123	300	0	1422	288	372	150	0	0	540	0	99	258	147	222	105	744	0	543	876	486	279	246	459	387	1086	0	0	0	0	0	123	1752	180	1926	279	288	0	549	0	0	0	255	180	0	0	0	0	0	0	690	531	0	219	450	156	396	177	0	0	0	0	141	711	756	0	912	0	1479	273	186	648	0	141	96	0	0	0	0	1056	285	270	585	144	0	0	0	0	783	303	888	432	357	126	0	0	180	0	0	417	213	117	558	0	0	243	0	942	396	303	0	0	0	1515	360	492	87	120	0	0	885	159	0	273	534	282	927	507	369	0	0	258	318	648	0	0	135	0	1221	168	660	75	0	0	0	1305	0	438	0	0	183	591	660	0	0	0	279	1245	1287	189	0	165	0	0	327	0	1095	0	672	0	78	228	156	0	0	162	0	171	1290	0	0	0	0	696	525	1377	318	819	0	204	1065	0	141	165	843	0	225	471	687	240	0	273	0	522	747	0	0	303	567	0	0	324	285	0	267	156	231	111	435	750	1407	0
SRR10245071	759	324	0	0	168	0	0	0	0	156	180	189	0	135	189	0	162	0	258	0	0	144	342	309	0	1035	174	0	0	0	0	423	723	114	99	366	654	150	0	0	159	0	0	0	0	0	2607	120	0	0	0	927	141	0	150	0	177	0	0	594	0	108	135	534	468	0	153	198	0	495	0	114	0	0	129	0	0	156	141	159	903	0	195	384	213	282	1110	213	0	0	603	144	381	1788	0	0	138	0	0	720	0	0	0	0	978	288	234	405	0	534	336	174	366	966	1068	477	0	153	495	1251	207	306	96	264	591	831	282	1272	642	0	114	0	1011	657	0	918	474	132	0	120	0	72	0	0	0	0	285	1593	186	0	525	522	171	0	168	0	225	0	0	783	114	141	120	303	0	789	288	189	150	0	0	828	0	108	0	147	222	315	513	0	519	1314	297	279	165	240	387	1476	0	141	294	0	0	0	1338	177	1512	264	288	0	549	0	0	0	255	180	0	0	0	0	0	0	651	954	0	111	987	156	573	177	0	0	0	0	141	717	519	0	702	0	1356	249	120	405	0	78	105	0	0	0	0	894	285	171	549	144	0	0	0	0	1557	168	531	423	360	105	0	0	180	0	0	528	129	0	717	0	0	156	0	342	225	669	0	0	0	546	174	492	0	120	0	0	909	159	0	384	255	264	705	975	396	0	0	258	318	768	0	0	120	0	456	0	612	147	105	0	0	519	0	435	0	0	183	588	1239	0	0	0	204	1245	1260	189	0	165	0	0	327	0	810	0	675	0	96	228	156	0	0	159	0	0	573	0	0	0	0	693	525	801	171	636	0	204	1224	0	141	165	864	120	171	405	555	240	0	273	0	501	690	0	0	303	513	0	0	0	315	108	156	156	231	129	492	339	1410	0
SRR10245072	978	324	0	0	168	345	0	0	0	156	219	189	0	0	189	0	0	0	258	0	132	150	471	696	0	1179	174	0	0	0	0	651	714	114	102	951	825	150	0	0	159	0	0	0	0	0	4254	0	0	0	0	1821	180	0	0	0	177	0	0	846	261	0	135	1287	882	0	153	198	189	591	0	114	0	0	129	0	0	0	141	159	909	0	195	384	213	552	1659	213	0	0	954	162	351	1866	0	0	138	0	0	735	0	0	69	0	1032	288	234	402	0	534	0	174	468	1413	1872	477	0	198	654	1512	207	264	96	264	726	1869	0	1272	912	108	114	0	1182	1362	0	918	618	132	126	468	0	189	0	0	0	0	246	1932	186	0	0	504	171	0	168	0	210	0	0	2001	174	510	123	303	0	1002	288	783	150	0	0	1257	0	108	0	147	408	120	747	0	1740	1314	1140	279	246	459	387	2076	0	138	0	0	0	0	1698	177	1983	279	288	0	549	0	0	0	255	180	0	0	0	0	0	0	1329	774	0	231	1458	156	987	177	0	0	0	0	150	1614	267	0	2094	0	2436	273	282	693	0	138	96	0	0	0	0	1647	504	207	585	144	0	0	0	0	1554	0	873	432	360	0	0	0	180	0	0	1518	213	0	849	0	0	243	0	606	396	660	0	0	0	1008	360	492	0	120	0	0	1467	159	0	384	528	282	1917	996	624	0	0	258	315	1047	0	0	0	0	1065	111	801	147	0	0	0	1272	0	945	0	0	183	1035	1242	0	0	0	279	1245	1278	183	0	165	0	0	327	0	2154	0	660	0	78	228	156	0	0	162	0	171	1287	0	0	0	0	696	525	1869	570	1551	0	204	2070	0	141	165	861	0	288	282	687	240	0	273	0	825	747	0	0	501	1509	0	0	144	756	0	267	156	231	348	897	621	1242	0
SRR10245073	540	324	0	162	168	327	0	0	0	156	198	189	0	426	189	0	0	0	258	0	0	144	510	696	0	984	174	0	0	0	0	651	723	114	102	951	825	150	0	0	159	0	0	0	0	0	4254	342	0	0	0	1788	90	0	0	0	177	0	0	852	246	0	135	1287	882	0	153	198	189	591	0	114	0	0	129	0	201	0	141	159	909	0	195	384	213	267	1650	213	0	0	954	162	240	1866	0	0	138	0	0	720	0	0	150	0	1029	285	234	405	0	534	0	174	408	1413	1875	477	0	153	738	1506	207	312	96	264	726	1869	0	1263	879	108	114	0	1152	1362	0	918	636	123	0	174	0	297	0	0	0	0	285	1941	186	0	0	519	171	0	168	0	201	0	135	1884	174	456	123	303	0	1314	288	0	150	0	0	1278	0	99	0	147	222	129	750	0	1740	996	1140	279	180	459	387	2088	0	141	0	0	0	0	1698	177	1983	279	288	0	549	0	0	0	255	180	0	0	0	0	0	0	1212	954	0	255	1455	156	987	177	0	0	0	0	141	1632	705	0	2091	0	2556	300	282	693	0	141	96	0	0	0	0	1605	270	204	585	144	0	0	0	0	1554	312	873	432	381	126	0	0	180	0	0	1518	213	0	849	0	0	243	0	645	396	663	0	0	0	972	360	288	0	120	0	0	909	159	0	384	525	282	501	996	624	0	0	258	315	1047	0	0	120	0	1191	111	810	147	0	0	0	1251	0	465	0	0	183	1032	1242	147	0	0	279	1245	1281	165	0	165	0	0	327	0	2154	0	345	0	66	228	156	0	0	195	0	171	1287	0	0	0	0	696	477	1056	321	1167	0	204	786	0	141	165	861	0	225	657	702	255	0	273	0	378	747	0	0	501	1668	0	0	285	756	0	267	156	231	210	903	1089	1407	0
SRR10245074	975	324	0	0	168	0	0	0	0	156	219	189	0	0	189	0	0	0	258	0	132	150	1008	696	0	1626	174	0	0	0	0	651	690	114	0	951	825	150	0	0	159	0	0	135	0	0	4254	270	0	0	0	1821	90	0	0	0	177	0	0	852	213	0	168	1287	888	0	153	198	189	591	0	114	0	0	129	0	0	0	141	159	909	0	195	384	213	552	1653	213	0	0	954	213	765	1866	0	189	138	0	0	720	0	0	135	0	1029	285	234	399	0	534	756	174	507	1410	1872	390	0	240	615	1512	207	312	96	255	726	1869	0	1272	1074	0	255	0	1182	1362	0	918	636	132	0	477	0	189	0	0	0	0	285	1899	186	0	0	522	171	0	168	0	216	0	135	2007	174	150	123	303	0	1419	288	0	150	0	192	1281	0	171	0	147	222	231	720	0	1740	1314	1140	279	378	459	387	2037	0	0	0	0	0	0	1698	177	1983	279	288	0	549	0	0	0	255	180	0	0	0	0	0	0	1848	954	0	78	1458	156	987	177	0	0	0	0	276	1632	768	0	912	0	2556	285	216	693	0	141	96	0	0	0	0	1662	504	0	585	144	0	0	0	0	1554	318	864	432	360	0	252	0	177	0	0	1518	207	0	849	0	0	243	0	603	396	657	0	0	0	1047	219	492	0	120	0	0	1470	159	0	384	531	282	1938	999	555	0	0	258	315	1047	0	0	120	0	1242	0	585	147	0	0	0	1305	0	945	0	0	183	1035	1242	0	0	0	279	1245	1278	351	0	165	0	0	327	0	2241	0	351	0	66	228	156	0	0	195	0	171	1287	0	0	0	0	696	525	1875	591	1560	0	204	2070	0	120	165	861	0	288	495	687	255	0	273	0	825	690	0	0	501	1668	0	0	159	756	0	267	156	231	0	897	1092	1407	0
SRR10245075	726	324	0	153	168	0	0	0	0	156	219	186	0	477	189	69	0	0	258	0	0	150	1167	696	0	1104	174	0	0	0	0	366	711	132	369	516	825	150	0	0	159	0	0	0	0	0	870	342	0	0	0	1815	153	78	99	0	177	0	0	882	0	0	129	591	882	0	153	198	189	495	0	135	0	0	129	0	0	0	141	159	912	0	195	384	213	552	1653	213	0	0	954	162	843	786	0	0	138	0	0	441	0	0	138	0	1029	285	234	405	0	534	1365	174	504	771	552	477	0	177	546	1512	207	240	96	264	726	1875	0	1578	879	108	114	0	1158	366	0	921	426	0	0	474	0	297	0	0	0	0	246	1980	186	0	0	522	171	0	168	0	216	162	135	1257	174	534	123	303	0	1419	279	783	150	0	192	273	0	99	0	147	222	105	750	0	1734	1332	567	279	378	240	384	717	0	138	0	0	0	0	1758	177	1983	264	288	0	549	0	0	0	255	180	0	0	0	0	0	0	903	954	0	111	1077	156	987	177	0	0	0	0	141	957	612	0	963	0	1230	0	282	684	0	249	96	0	0	0	0	1665	219	246	570	144	0	0	0	0	1557	168	882	432	0	126	210	0	180	0	0	339	213	0	711	0	0	243	0	606	396	663	0	0	225	1515	360	492	0	120	0	0	1470	159	87	405	528	282	771	996	534	0	0	258	318	1047	0	0	135	0	1257	213	810	147	0	0	0	1272	0	441	0	0	183	468	441	0	0	0	207	1242	546	192	0	165	0	0	327	0	1809	0	291	0	93	228	141	0	0	195	0	171	477	0	0	0	0	636	525	897	531	1200	0	204	501	0	141	165	750	0	0	837	312	240	0	273	0	825	690	0	0	303	675	0	0	219	753	0	267	156	231	105	435	975	1407	0
SRR10245076	717	324	0	162	168	0	0	0	0	156	216	189	0	270	189	0	0	0	258	0	0	141	1170	696	0	1119	174	0	0	0	0	651	723	114	99	429	639	150	0	0	141	0	0	0	0	0	1395	315	0	0	0	930	90	0	150	0	177	0	0	867	0	0	135	1287	240	0	153	198	189	609	0	141	0	0	129	0	0	0	141	159	546	192	195	384	213	552	1641	213	0	0	954	195	300	801	0	189	138	0	0	720	0	0	129	0	1029	288	150	405	0	534	888	174	360	1227	687	477	0	0	738	1512	207	312	96	204	726	729	0	1272	612	108	189	0	1143	1362	0	588	579	132	0	120	0	72	0	0	0	0	285	1833	186	0	513	522	168	0	168	0	216	0	135	2004	174	402	123	303	0	948	288	0	150	0	0	1281	0	120	0	147	222	129	369	0	1740	1314	1137	279	246	240	384	1200	0	138	0	0	0	0	1704	177	1974	279	288	0	450	0	0	0	255	180	0	0	0	0	0	0	921	954	0	249	1458	156	273	177	0	0	0	0	141	612	633	0	2094	0	2556	258	282	693	0	78	96	0	0	0	0	1605	504	171	585	144	0	0	354	0	1554	168	873	432	357	126	0	0	180	0	0	1518	213	0	804	0	0	243	0	606	396	624	0	0	0	804	360	393	0	120	0	0	588	159	0	384	528	282	894	405	624	0	0	258	318	1047	0	0	120	0	1176	0	642	147	0	0	0	1113	0	468	0	0	183	972	762	0	0	0	279	1197	624	123	0	165	0	0	327	0	807	0	486	0	0	228	156	0	0	222	0	171	1221	0	0	0	0	696	477	1878	246	1578	0	153	738	0	141	165	861	0	225	399	687	240	102	273	0	819	747	0	0	303	720	0	0	282	756	0	267	126	231	168	897	273	1449	0
SRR10245077	1725	324	0	0	168	372	0	0	0	156	138	189	0	435	189	0	0	0	258	0	273	75	1167	696	0	1044	174	0	0	0	0	651	723	114	102	948	825	150	0	0	159	0	0	0	0	0	4257	282	0	0	0	1815	90	0	0	0	177	0	0	888	237	0	135	1287	882	0	153	198	0	591	0	114	0	0	129	0	0	0	141	159	909	0	195	384	213	552	1650	213	0	0	954	249	453	1866	0	189	138	0	0	720	0	0	0	0	1023	285	234	402	0	534	1011	174	507	1410	1872	477	0	177	519	1512	207	267	96	216	726	1869	0	1272	879	0	114	0	1182	1362	0	918	636	132	0	339	0	72	0	0	0	0	246	2100	186	0	0	519	171	0	168	0	219	0	135	2004	174	150	123	303	0	1176	288	0	150	117	0	444	0	99	0	147	612	135	744	0	1740	1314	585	279	246	459	387	2088	0	138	0	0	0	0	1698	177	1983	279	288	0	549	0	0	0	255	180	0	0	0	0	0	0	1851	954	0	228	1458	156	987	177	0	0	0	0	141	1632	543	0	2094	0	2556	378	282	693	0	168	96	0	0	0	0	1653	504	243	585	144	0	0	0	0	1557	318	861	432	360	0	255	0	180	0	0	1518	213	0	849	0	0	243	0	606	396	663	0	0	0	1446	360	492	0	120	0	0	1470	159	0	384	528	282	1929	996	609	0	0	258	315	1044	0	0	135	0	939	0	1392	147	0	0	0	1278	0	945	0	0	183	1035	1242	0	0	0	279	1245	1284	156	0	165	0	162	327	0	2154	0	660	0	78	228	156	0	0	186	0	171	1287	0	0	0	0	696	525	1881	513	1560	0	204	2070	0	141	165	861	0	243	321	687	255	0	273	0	819	747	0	0	501	1662	0	0	0	756	0	267	156	231	135	897	1089	1263	0
SRR10245078	1542	324	0	0	168	0	0	0	0	156	198	180	0	0	189	0	0	0	258	0	0	150	1164	696	0	1635	174	0	0	0	0	651	723	114	369	531	1164	0	0	0	189	0	0	0	0	0	4260	342	0	0	0	927	0	0	0	0	177	0	0	912	327	207	135	1287	861	0	153	198	144	591	0	114	0	0	129	0	0	0	141	159	909	0	195	384	213	552	1653	213	0	0	732	162	894	1866	0	189	138	0	0	720	0	0	138	0	1026	288	234	405	0	534	1728	174	504	1413	1872	477	0	177	654	1512	207	312	96	255	726	1869	0	1602	1131	108	114	0	1182	1362	0	918	636	0	0	267	0	72	0	0	0	0	285	2100	186	0	0	522	171	0	168	0	219	0	135	2004	174	141	123	303	0	1416	288	783	150	0	117	1260	0	93	0	147	222	129	738	0	1740	1314	1134	279	237	459	687	2088	0	0	321	0	0	0	1671	174	1983	264	288	0	549	0	0	0	255	102	0	0	0	0	0	0	1293	954	0	354	1458	156	987	177	0	0	0	0	276	1611	732	159	2094	0	2586	426	282	684	0	255	78	0	0	0	0	1665	504	252	585	144	0	0	0	0	1557	0	879	432	360	0	201	0	180	0	0	1518	213	0	717	0	0	243	0	942	396	723	0	0	210	1515	360	492	87	120	0	0	909	159	0	384	900	282	1932	999	534	0	0	258	318	1047	0	0	198	0	1275	0	810	147	0	0	0	1278	0	900	0	0	183	1035	1242	0	0	0	282	1245	1278	189	0	165	0	0	327	0	2238	0	675	0	78	228	156	0	0	162	0	171	1293	0	0	0	0	696	525	1878	591	1557	0	204	2064	0	141	165	864	0	225	219	687	543	0	273	0	825	690	0	0	501	1110	0	0	126	756	0	267	81	231	243	888	924	1410	0
SRR10245079	789	324	0	168	168	0	0	0	0	156	219	189	0	285	189	0	0	0	258	0	264	144	483	696	0	1158	174	0	0	0	0	651	450	114	243	387	825	150	0	0	198	0	0	0	0	0	4260	171	0	0	0	927	153	0	0	0	177	0	0	768	267	255	135	1287	819	0	123	198	186	555	0	114	0	0	129	0	0	0	141	159	909	0	195	384	213	552	1653	213	0	0	954	174	765	1866	0	189	138	0	0	720	0	0	111	0	1029	288	231	405	0	534	1722	162	504	1413	1320	390	0	138	654	1512	207	312	96	264	726	1869	0	1323	642	108	186	0	1182	1362	0	921	636	0	0	147	0	96	0	0	0	0	285	2073	186	0	159	522	171	0	168	0	219	0	135	2004	174	141	123	303	0	1443	288	783	150	0	0	1224	0	99	0	147	222	288	723	0	687	1314	627	279	378	459	387	2088	0	120	0	0	0	0	1671	174	1983	264	288	0	549	0	0	207	252	180	0	0	0	0	0	0	1854	954	0	111	1458	156	987	177	0	0	0	0	141	1590	801	0	2091	0	1485	369	186	687	0	207	78	0	0	0	0	1644	504	252	585	144	0	0	0	0	1560	168	879	432	0	0	306	0	180	0	0	474	129	0	849	0	0	243	0	606	396	669	234	0	0	1515	360	492	0	120	0	0	1470	159	87	384	528	282	1935	999	534	0	0	258	318	1047	0	0	135	0	1248	0	810	147	0	0	0	1278	0	471	0	0	183	585	1242	0	0	0	279	1245	1284	192	0	165	0	0	327	0	2154	0	627	0	90	228	156	0	0	195	0	171	1293	0	0	0	0	696	525	1881	591	522	0	204	2049	0	141	156	684	0	288	624	687	255	153	273	0	825	690	0	0	501	1305	0	0	276	756	0	267	156	231	180	888	459	1293	0
