Species	5919	TC03G023900	6036	AT4G00740	AT1G65380	5513	5941	5434	5427	5842	5162	TC03G025580	6000	4744	5366	4691	5032	5463	4932	AT3G46610	6528	outlier014	6056	6679	TC02G003180	5421	6705	6447	6320	6450	TC00G047210	AT3G56460	7028	6955	outlier009	5699	7273	6265	5960	4802	KT377094.1	5933	6924	KT377102.1	5271	TC01G019030	6430	TC09G025650	5926	6164	outlier007	5554	TC00G083870	4889	AT4G15420	5958	6865	7367	5918	TC02G023190	4796	outlier002	NM_148067.4	TC05G024510	7572	TC02G026940	5857	5333	5716	5990	6713	4942	5664	5703	AT2G31240	5870	outlier013	outlier010	AT2G01650	TC03G012430	AT5G50280	5702	5536	TC09G026350	TC09G004790	5913	5791	AT1G48520	6785	AT5G13030	6552	AT1G63680	6130	5328	6401	6544	6527	AT3G02760	6238	7296	7333	AT2G33630	AT5G55960	6825	AT4G38890	5354	5849	5772	AT3G04880	5460	TC01G019250	TC02G024400	TC05G008010	6284	4992	AT4G39520	6221	5398	7141	6995	6420	NM_124699.3	5614	5318	TC02G006310	TC01G007130	AT4G33945	6636	6405	5489	5841	5977	TC09G034320	6487	7577	6406	TC01G021540	5949	6570	5578	7024	6387	TC03G010340	TC09G009480	6110	6114	5177	4757	TC09G017950	6139	6072	TC06G011670	5816	TC09G010970	6216	6048	5206	6041	6270	6274	6064	6979	5138	6226	4724	6494	6507	7135	TC05G005750	TC03G002530	6641	6448	7336	6779	6962	5940	6004	AT5G21070	TC02G009310	outlier008	6733	6620	5406	5296	6782	6459	6492	TC03G028600	6565	5034	6913	NM_113708.2	6631	4793	6909	6875	6383	TC06G016050	AT2G35130	4848	6540	6667	6500	6947	TC05G029300	5942	5426	6893	AT2G35790	5945	5343	outlier011	AT3G54090	5910	5644	6175	AT5G13520	7174	6958	5104	5968	AT3G54690	6318	AT1G52310	6198	5936	6412	5596	AT3G26782	5428	5469	TC05G022880	6563	TC08G013000	5802	TC03G001430	outlier006	TC04G028160	6363	TC01G005310	6034	6148	6439	TC05G027690	6488	5347	5260	5273	7241	AT3G59040	KT377070.1	AT5G02860	AT5G23940	outlier003	6050	6557	6797	6532	7111	6933	5656	6299	5188	5865	6051	6407	KT377118.1	6601	AT1G02020	6859	4954	TC04G026920	5449	AT3G10150	6914	6098	AT5G57930	4471	AT5G40440	TC04G030490	6864	outlier005	AT3G53700	6150	6732	5843	TC04G030670	6883	5599	AJ133743.1	AT5G13630	6978	6378	5348	7279	6531	TC07G011130	7628	6882	7194	5339	5859	outlier012	7324	6954	5123	6457	TC07G000920	AT1G17160	TC06G020780	6393	5815	KT377086.1	4951	6366	7136	TC09G026260	5264	6780	TC07G000500	5733	5090	7029	6538	TC02G004290	7325	5893	AT3G24190	5531	5660	5980	5064	5477	7583	7371	AT5G13400	6506	4806	7363	6460	6398	4890	7021	5634	6119	TC01G040040	6946	5639	KT377126.1	5220	5981	7128	NM_179236.3	5355	6854	6791	TC06G006880	6128	6227	6282	6533	6969	5770	TC05G003200	6977	TC04G015820	6379	5821	AT3G56940	TC01G033670	TC09G007890	5594	6483	KT377078.1	outlier004	AT5G08530	TC01G032610	7602	NM_001198514.1	6792	6860	7331	TC01G002420	TC04G019470	5454	5866	outlier001	5163	5335	5326	5116	AT5G64370	6550	5464	6639	6848
SRR10245040	642	636	1176	1056	834	195	372	675	432	0	654	1932	444	0	279	273	0	186	366	1404	378	0	93	0	1038	87	237	219	318	408	690	969	249	330	0	384	240	0	0	537	213	303	480	270	195	852	87	681	150	0	0	294	2523	0	588	354	234	0	258	723	270	0	756	1641	618	1308	288	396	792	207	0	450	225	0	1506	63	0	114	1398	1140	1998	480	0	813	729	0	183	609	0	1527	0	990	297	453	390	567	186	2355	279	0	642	1248	1941	180	1344	0	609	0	918	210	1707	1233	1872	714	1008	300	0	1236	369	0	339	102	495	132	441	1266	381	0	399	0	270	0	1389	1068	0	0	426	0	465	204	0	0	639	759	291	0	0	591	1971	747	0	1140	453	735	165	0	282	1014	0	519	231	816	375	279	636	627	0	195	1056	783	180	384	0	252	252	0	543	531	435	0	0	492	1311	0	336	576	411	402	0	360	507	366	0	402	357	1335	0	807	1194	1629	0	300	900	201	1635	600	1134	0	567	234	729	0	1335	408	213	498	1539	273	0	0	255	636	0	1074	0	678	0	1797	1281	552	153	660	657	981	0	771	0	870	555	528	0	252	459	759	399	219	0	600	0	669	549	1383	855	0	138	0	522	96	0	336	0	0	294	411	627	267	711	276	1542	414	513	822	831	999	375	1176	828	357	666	1071	0	0	513	0	0	0	597	423	258	966	3027	321	213	132	0	315	1032	0	0	147	393	615	0	126	660	291	0	270	546	1356	0	345	906	318	0	288	639	870	96	1746	0	273	300	0	627	240	165	1170	0	0	480	0	624	0	0	1755	0	213	0	366	246	165	378	240	1398	1164	0	597	372	315	0	1200	1494	0	285	0	1143	0	321	360	567	0	75	591	243	1887	0	234	366	786	1632	486	312	198	135	603	489	126	2253	513	378	150	456	777	765	84	0	687	129	396	180	582	267	531	534	261
SRR10245041	582	636	690	1056	834	231	372	915	267	174	663	1836	501	0	294	273	0	186	450	1404	378	0	183	0	579	141	231	354	354	408	750	969	495	330	0	387	222	0	0	462	213	381	642	270	195	765	87	681	150	0	0	294	1188	0	300	354	234	0	96	723	243	0	855	1641	618	1308	288	324	825	207	0	615	282	0	621	63	0	114	1392	1140	1998	480	0	822	729	195	144	609	72	1542	0	1734	297	453	468	666	186	2355	453	0	735	822	1845	180	1416	0	609	0	918	210	1707	1233	1344	714	762	705	0	1236	225	0	339	129	495	228	441	1266	381	0	357	0	270	0	1389	1068	0	0	426	132	465	204	0	0	531	759	342	0	0	558	1971	747	0	1011	450	735	165	0	204	879	0	591	351	816	369	186	678	288	0	195	1254	801	180	219	0	306	267	0	654	336	417	0	0	492	2058	0	330	777	387	564	0	345	507	357	0	321	357	747	0	807	702	1674	0	300	726	228	1635	600	825	0	330	279	729	0	582	351	213	879	1539	339	0	0	255	636	186	1500	0	384	0	1956	1437	552	153	660	657	981	267	771	0	870	1020	528	0	252	420	759	441	219	0	471	0	540	705	1446	855	0	186	0	513	96	0	336	0	0	294	654	1206	267	555	204	1542	351	546	1062	684	1029	375	1176	828	495	834	1071	0	0	570	0	0	0	597	423	327	966	3444	402	321	132	0	384	774	0	0	126	393	615	0	126	660	153	0	270	546	966	0	345	906	363	0	288	486	984	228	1236	0	273	300	297	627	240	165	1170	0	0	480	0	624	0	0	1755	0	123	0	366	246	141	267	210	1506	1164	0	372	372	315	0	507	1371	0	282	0	1164	0	591	468	567	0	0	591	144	1887	0	234	756	435	1632	645	300	177	135	645	489	237	2253	489	276	150	534	753	714	84	0	618	153	396	180	582	267	333	174	258
SRR10245042	642	636	1176	1056	834	264	372	555	432	0	1077	1533	501	0	288	468	270	186	450	1404	378	0	93	0	486	141	231	276	639	408	1131	969	495	330	0	384	240	0	0	660	360	579	642	270	330	768	87	681	150	0	0	531	2523	0	456	354	234	0	258	723	288	0	1059	1638	618	1308	288	576	1566	207	0	654	384	0	1506	462	0	114	1398	1140	1965	753	0	822	729	0	261	843	72	1635	0	2157	357	453	360	741	504	2355	744	0	762	822	1941	180	1437	0	411	0	678	276	1707	1233	1983	744	1224	504	0	1236	369	0	471	159	1179	336	441	429	600	0	426	0	270	0	1389	1068	0	0	426	0	465	204	0	501	639	1233	291	0	0	591	1971	747	0	1572	693	834	225	0	519	1014	0	483	297	816	621	204	690	1308	0	195	1254	1449	333	444	0	444	300	0	297	654	435	0	0	492	1341	0	336	318	528	564	0	432	825	369	0	447	357	1335	0	807	1194	1905	0	300	1398	0	1635	600	819	147	567	483	729	0	705	402	213	1377	1539	804	0	0	255	1011	273	1554	0	978	0	1725	1437	552	711	660	657	981	150	771	0	870	1212	528	0	456	459	759	450	219	0	741	0	594	1026	1773	855	0	306	0	699	186	0	420	0	0	387	579	624	267	795	387	1758	453	441	1284	1062	1029	618	1176	1161	495	834	1071	0	0	570	0	0	0	858	483	384	1011	3444	546	321	132	0	384	1023	0	0	195	897	615	0	420	660	291	0	270	726	1761	0	345	906	474	0	693	789	1542	270	1236	0	270	408	297	483	216	165	1296	0	0	606	0	624	0	0	1755	0	222	0	870	378	264	531	414	1659	1476	0	597	372	438	0	1128	1740	0	195	0	1164	0	591	468	567	0	0	591	396	1887	0	276	831	786	1632	648	360	198	135	1458	489	288	2253	711	519	150	1023	777	1473	87	0	690	186	396	180	1107	345	693	582	390
SRR10245043	492	636	492	606	834	135	372	774	189	156	216	555	162	0	66	216	0	186	366	660	378	0	93	0	864	72	231	102	144	180	0	795	225	237	0	171	171	0	0	237	213	135	267	159	195	609	78	681	150	0	0	189	2226	0	1188	357	150	0	96	498	165	0	357	1638	408	1290	288	99	201	162	0	258	189	0	696	63	0	114	1398	726	1293	249	0	705	654	252	129	609	0	576	93	1656	291	453	198	156	231	1644	129	0	567	822	1401	93	579	0	156	0	900	0	1707	1233	792	666	615	492	0	849	225	0	231	102	228	108	450	1020	381	0	201	0	270	195	1389	399	0	0	426	0	177	162	0	0	642	477	321	0	0	177	1071	441	0	705	189	618	171	0	174	501	0	0	0	351	0	0	630	303	0	0	1095	618	180	78	0	171	66	0	177	336	435	0	0	492	279	0	222	207	159	456	0	141	147	228	0	189	186	597	0	807	567	246	0	288	336	165	1035	600	627	0	567	240	423	0	582	141	138	852	564	0	0	0	159	630	153	999	0	171	0	993	963	399	153	324	513	399	0	753	0	870	120	246	0	198	420	432	183	174	0	195	0	540	513	1254	855	0	0	0	75	87	0	213	0	0	156	297	1197	105	198	249	1317	105	993	786	489	378	246	1176	597	120	327	864	0	0	462	0	0	0	597	225	0	570	1974	141	162	0	0	135	477	0	0	126	264	597	63	105	165	108	0	270	546	327	0	99	264	0	150	345	498	513	0	1338	0	231	204	0	270	87	165	282	0	0	309	0	396	0	0	1740	0	126	0	366	180	135	135	0	759	834	0	297	198	195	0	150	1371	0	195	0	1164	0	243	198	240	0	0	591	78	867	0	234	732	156	1629	0	174	171	114	615	489	114	810	285	276	87	816	537	624	0	0	225	57	396	180	363	186	150	78	189
SRR10245044	372	198	162	270	105	0	213	168	0	0	0	330	84	0	0	234	0	108	144	495	96	0	0	0	285	0	0	126	0	0	0	246	0	0	0	75	78	0	0	96	117	105	180	123	0	96	0	210	75	0	0	186	534	0	426	150	90	0	0	192	99	0	123	456	186	294	0	0	231	0	0	150	0	0	186	0	0	0	264	270	243	144	0	198	0	0	75	144	0	249	0	444	0	204	0	84	66	225	0	0	0	183	438	0	219	0	87	0	102	0	273	528	282	240	0	192	0	132	0	0	132	0	0	84	300	477	153	0	0	0	87	0	564	246	0	0	210	117	120	87	0	0	267	318	0	0	0	129	0	102	0	348	84	306	117	0	93	144	0	0	0	111	0	0	138	228	0	120	0	69	153	84	0	0	0	0	120	126	234	0	0	93	228	0	150	204	0	237	0	66	195	117	0	138	105	282	0	387	153	180	0	162	66	0	303	249	99	0	219	78	351	0	171	0	72	240	270	0	0	0	0	240	0	288	0	84	0	123	216	0	141	228	291	333	0	354	0	114	120	96	0	0	0	225	0	0	0	144	0	219	120	186	132	0	0	0	0	66	0	0	0	0	99	156	231	0	90	132	246	69	213	213	183	183	147	201	126	144	249	291	0	0	75	0	0	0	177	105	0	132	450	174	108	0	0	63	156	0	0	0	99	135	69	108	0	123	0	144	219	165	0	0	69	0	147	87	297	114	0	591	0	123	105	0	204	0	0	180	0	0	132	0	93	0	0	270	0	0	0	147	138	0	105	0	183	273	0	243	0	105	0	108	405	0	60	0	234	0	138	90	189	0	0	258	0	237	0	0	144	150	237	0	0	102	96	342	150	0	312	180	0	0	471	222	204	0	0	141	0	87	120	186	171	108	0	93
SRR10245045	582	636	462	378	777	210	162	483	207	180	330	1026	501	0	171	168	207	186	366	1245	378	0	162	0	1047	72	168	285	171	264	0	477	225	0	0	375	171	0	0	345	213	435	393	159	195	786	78	681	150	0	0	294	2433	0	411	357	234	0	141	723	243	0	429	1638	537	627	288	0	903	207	0	423	0	0	1506	63	0	114	1368	1140	1290	252	0	822	738	402	129	609	0	591	0	1182	285	453	309	156	183	2217	228	0	396	471	807	0	579	0	531	0	657	0	1197	1233	1425	711	540	492	0	612	225	0	339	102	297	174	441	1266	315	0	201	0	270	255	690	648	0	0	426	0	291	204	0	357	642	753	339	0	0	384	1971	417	0	987	210	696	171	0	282	513	0	420	0	666	375	144	591	531	0	135	747	705	180	210	0	171	252	0	177	336	435	0	0	492	1029	0	255	207	387	564	0	180	321	318	0	189	357	567	0	807	567	888	0	237	759	195	807	600	783	0	384	246	423	0	801	315	213	732	1539	276	0	0	180	636	291	1500	0	384	0	660	948	327	147	660	612	399	234	753	0	672	387	528	0	240	459	759	375	219	0	453	0	669	648	1365	855	0	186	0	288	138	0	249	0	207	189	399	603	174	333	252	1539	105	498	1002	846	654	321	1338	828	177	327	1053	0	0	258	0	0	0	354	225	159	984	855	276	162	132	0	216	738	0	0	135	267	615	63	126	363	276	0	270	546	453	0	165	705	0	150	405	498	1293	0	1692	0	273	300	0	624	195	165	654	0	0	417	0	624	0	0	441	0	237	0	285	246	141	240	210	795	1038	0	471	474	315	0	564	1371	0	246	0	1164	0	591	354	348	0	0	591	270	552	0	234	756	786	1632	483	180	198	114	1458	489	189	1788	372	276	183	1023	777	702	87	0	384	111	396	180	582	267	141	156	189
SRR10245046	624	636	669	1056	834	261	372	915	246	138	546	765	492	0	171	387	276	186	216	1404	378	0	183	0	555	141	231	354	342	408	543	318	309	330	0	384	177	0	0	516	213	315	480	159	195	633	87	681	150	0	0	294	2523	0	744	354	234	0	258	723	270	0	294	1638	618	1308	288	450	831	207	0	651	243	0	864	63	0	114	1398	1140	1794	480	0	822	729	195	183	609	72	1458	0	1734	297	297	321	243	489	1518	306	0	522	471	1503	180	672	0	609	0	906	210	1707	1233	1983	714	1056	456	0	1236	225	0	477	102	219	126	441	1266	381	0	420	84	270	0	1389	735	0	0	327	0	465	204	0	0	399	759	321	0	0	381	1971	423	0	1134	675	735	171	0	282	969	0	591	228	816	375	483	519	627	0	195	1065	801	180	363	0	252	300	0	639	531	435	0	0	492	1224	0	336	639	387	564	0	276	507	351	0	402	357	672	0	807	1194	1674	0	300	666	228	1635	600	579	0	567	423	729	0	477	351	213	879	1539	477	0	0	255	636	0	435	0	720	0	1956	1437	552	153	660	513	981	147	771	0	870	846	471	0	246	420	759	390	219	0	360	0	540	705	1635	855	0	186	0	399	96	0	336	0	0	294	588	585	267	672	270	1542	267	561	1014	684	960	375	1095	807	483	666	1071	0	0	570	0	0	0	858	423	369	966	1806	330	162	132	0	384	810	0	0	135	393	615	0	126	540	246	0	270	726	1653	0	345	723	393	0	405	429	357	96	1653	0	273	300	228	627	285	165	465	0	0	480	0	255	0	0	1230	0	186	0	366	246	141	438	120	1506	1164	0	282	372	258	0	810	1308	0	282	0	1164	0	591	360	567	0	0	591	267	1887	0	234	366	177	1632	549	300	198	135	1095	489	519	2253	465	321	150	534	516	1092	84	0	597	207	396	180	759	267	483	78	261
SRR10245047	642	636	1176	1056	834	264	372	915	246	180	462	1761	603	0	171	468	0	186	450	1404	378	0	177	0	864	87	231	189	276	222	213	969	297	330	0	375	171	0	0	417	213	471	480	159	195	822	90	681	150	0	0	291	2226	0	768	354	234	0	201	681	270	0	555	1461	618	1308	288	333	810	207	0	654	0	0	1386	63	0	114	1398	870	1434	333	0	822	645	465	129	609	0	1461	0	1734	357	453	438	651	183	2022	297	0	744	429	1941	0	765	0	342	0	918	0	1707	1233	1980	714	978	492	0	954	360	0	471	102	495	228	441	1266	381	0	399	0	270	285	1389	894	0	0	426	90	465	204	0	0	642	1233	339	0	0	558	1971	747	0	1143	264	810	165	0	438	1011	0	387	0	816	369	0	690	597	0	195	846	801	180	264	0	252	252	0	177	585	435	0	0	492	1110	0	255	777	438	564	0	360	633	366	0	279	357	1335	0	807	1194	1497	0	288	1398	0	1635	600	1047	0	567	429	729	0	1284	0	213	1287	1539	282	0	0	246	636	0	1494	0	720	0	1956	1437	531	153	660	513	981	228	771	0	870	663	528	0	240	459	759	357	219	0	474	0	636	735	1773	855	0	186	0	456	96	0	336	0	0	294	429	1206	267	657	234	1539	267	993	840	777	1029	375	987	828	339	678	1071	0	0	1272	0	0	0	597	210	273	984	3444	468	162	132	0	384	591	0	0	135	369	615	69	126	351	267	0	270	726	390	0	165	906	0	0	405	486	1344	0	1581	0	273	141	0	627	168	165	1080	0	0	360	0	624	0	0	1755	0	240	0	366	378	141	402	0	1392	1140	0	453	372	315	0	906	1371	0	282	0	1164	0	591	360	507	0	0	591	204	1773	0	234	756	786	1554	579	297	171	114	1458	489	204	2253	453	276	192	1023	777	702	117	0	474	111	396	180	372	267	411	162	261
SRR10245048	582	636	696	747	834	264	372	897	267	219	726	1428	603	0	408	468	270	186	366	1404	378	0	93	0	510	141	231	354	312	402	237	969	495	330	0	384	240	0	0	561	243	399	642	267	330	627	153	681	150	0	0	336	2523	0	555	357	234	0	339	741	288	0	936	816	618	1308	288	1062	927	207	0	663	294	0	1164	333	0	114	1395	1140	2040	423	0	654	729	717	282	609	0	1527	0	747	357	264	549	741	186	1074	765	180	762	519	1059	0	666	0	342	0	918	0	720	1212	1980	606	1188	192	0	963	369	0	468	159	495	198	315	396	480	0	426	279	270	477	768	927	0	0	426	249	465	204	0	0	642	1233	342	0	0	576	1971	924	0	1203	600	732	207	0	567	1011	0	591	330	816	420	186	540	1173	0	264	897	801	567	354	0	252	300	0	636	336	462	0	0	291	2163	0	336	777	546	564	0	360	816	366	0	279	540	402	0	654	1194	2280	0	288	1398	435	882	597	816	0	567	480	729	0	777	375	213	1275	1539	339	0	0	246	1011	552	681	0	894	0	885	417	558	153	660	657	231	0	771	0	870	753	525	0	456	459	759	498	219	0	618	0	717	648	1773	594	0	306	0	621	96	0	336	132	210	387	717	624	267	675	321	1755	516	282	1053	684	984	675	1068	828	498	408	753	0	0	570	0	0	0	507	483	321	966	480	522	321	132	0	384	777	0	0	210	738	615	63	420	660	411	0	270	723	1617	0	360	906	0	150	693	813	867	0	1818	0	273	669	423	624	285	165	465	168	0	606	0	624	0	0	810	0	234	0	366	378	216	531	348	1638	1485	0	336	372	315	0	1233	1371	0	282	0	675	153	591	198	567	0	75	591	270	765	0	234	612	495	1623	543	300	324	114	540	489	660	2253	534	321	150	945	777	732	0	0	687	132	396	180	273	267	402	300	375
SRR10245049	570	636	492	543	531	108	285	324	189	0	90	666	174	0	66	201	0	186	216	792	255	0	93	0	693	99	105	144	138	0	210	354	195	216	0	159	87	0	0	177	213	135	207	150	195	384	78	681	150	0	0	192	861	0	444	357	93	0	87	723	111	0	354	618	270	432	126	0	231	0	0	141	156	0	1149	63	0	114	771	1140	393	81	0	663	435	213	78	600	0	513	0	690	165	453	204	156	300	585	156	0	339	432	678	0	414	0	156	0	900	0	1245	822	1230	474	423	300	0	132	216	0	231	0	189	108	441	1140	264	0	201	0	201	0	510	390	0	0	240	96	465	180	0	153	333	579	261	0	0	177	840	336	0	759	96	375	93	0	174	264	0	147	0	210	105	144	342	228	0	129	885	453	180	78	0	171	72	0	150	336	243	0	0	282	474	0	195	207	171	339	0	0	147	168	0	141	174	315	0	636	303	189	0	288	150	0	795	579	450	0	321	153	312	0	495	183	114	438	504	123	0	0	87	636	0	501	0	159	0	561	399	207	153	417	231	399	126	486	0	396	120	303	0	240	135	144	0	81	0	204	0	315	414	570	840	0	0	0	180	144	0	126	93	0	189	297	513	0	198	138	660	105	561	180	450	273	189	561	795	138	327	462	0	0	474	0	0	0	354	126	0	510	2283	75	108	132	0	135	309	0	0	126	207	168	66	126	96	165	0	270	546	171	0	132	318	0	120	114	486	387	0	1152	0	108	192	0	603	0	165	375	0	0	120	0	183	0	0	831	0	0	0	168	180	108	162	105	567	255	0	297	144	174	0	108	1371	0	195	0	546	0	171	198	240	0	0	591	78	804	0	234	327	786	513	0	69	150	126	546	372	0	780	117	171	105	666	594	246	0	0	141	0	357	180	396	267	0	78	141
SRR10245050	237	204	231	120	0	0	168	225	0	0	0	504	0	0	0	0	0	0	168	0	0	0	0	0	333	0	0	0	0	0	0	189	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	150	0	0	0	207	0	258	0	0	0	0	324	0	0	0	171	0	126	0	0	0	0	0	0	0	0	390	0	0	0	0	234	273	0	0	123	0	0	0	207	0	243	0	540	0	213	0	156	174	183	0	0	0	267	249	0	117	0	156	0	0	0	0	201	234	222	0	186	0	144	0	0	210	0	0	0	0	150	216	0	0	0	0	0	252	222	0	0	240	0	207	0	0	0	492	219	0	0	0	0	0	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	0	0	0	234	0	0	0	0	0	0	0	210	0	0	0	267	171	0	0	207	0	255	0	0	0	0	0	0	96	444	0	312	231	0	0	0	0	0	309	0	138	0	336	0	0	0	87	0	96	135	0	0	0	0	0	147	0	243	0	0	0	144	96	0	153	204	0	375	0	159	0	135	0	303	0	0	0	711	0	0	0	0	0	234	162	0	279	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	228	0	210	0	0	0	0	117	0	0	294	0	0	0	126	0	0	0	0	0	0	174	378	0	0	0	0	0	240	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	243	0	261	0	0	0	0	270	0	0	129	0	0	0	0	0	0	0	117	0	0	0	285	0	0	141	0	0	207	0	237	0	0	0	0	402	0	0	0	258	0	0	0	240	0	0	0	0	390	0	0	330	420	0	0	0	0	114	465	375	0	105	0	0	0	186	369	0	0	0	0	0	0	0	114	138	0	0	0
SRR10245051	561	537	279	678	834	135	372	912	255	0	486	1725	144	0	198	279	0	186	228	1404	378	0	93	0	618	126	156	201	336	375	708	402	225	183	0	384	189	0	0	456	213	237	393	270	195	702	87	681	150	0	0	252	2247	0	1188	354	147	0	96	453	243	0	429	936	618	1359	288	0	600	207	0	459	177	0	573	240	0	72	1398	1140	1971	279	0	642	606	0	120	609	72	825	0	1413	297	453	132	435	186	2355	375	0	693	411	1266	0	771	0	216	0	900	111	528	1233	1251	714	732	378	0	705	225	0	339	102	237	228	363	1266	315	0	300	0	228	0	582	636	0	0	426	0	465	204	0	0	639	759	324	0	0	213	1971	471	0	888	246	732	171	0	282	1035	0	180	0	735	210	0	501	345	0	135	780	786	333	120	0	252	252	0	645	336	435	0	0	288	864	0	363	567	156	312	0	360	138	294	0	306	357	471	0	459	567	615	0	300	816	0	696	600	894	0	567	234	729	0	1158	336	213	879	1038	159	0	0	255	636	0	999	0	624	0	1269	855	294	153	660	657	981	0	753	0	870	324	303	0	240	459	570	375	219	0	366	0	540	828	1410	855	0	108	0	357	96	0	336	0	0	99	522	582	0	450	234	1542	198	978	1035	846	1029	192	1365	828	300	495	615	0	0	294	0	0	0	597	423	0	573	2157	408	162	0	0	315	294	0	0	126	393	453	0	126	279	123	0	270	546	309	0	186	795	0	0	267	486	1248	93	834	0	273	300	0	627	141	165	570	0	0	435	0	624	0	0	963	0	78	0	366	180	141	267	165	1482	1164	0	375	372	315	0	846	705	0	195	0	1164	0	570	360	240	0	0	591	78	1827	0	234	756	279	1002	0	300	171	135	750	489	189	1788	372	225	222	564	777	765	0	0	687	198	396	180	555	171	231	0	189
SRR10245052	642	636	1176	1056	834	258	372	915	246	0	804	1833	345	0	270	453	0	186	216	1404	378	0	189	0	429	141	0	354	354	402	771	969	495	330	0	384	216	0	0	549	213	321	480	270	195	879	87	681	150	0	0	294	2523	0	822	354	201	0	258	1188	288	0	765	1641	618	1215	288	0	900	207	0	654	165	0	1506	474	0	114	1398	1140	1965	420	0	822	723	0	183	843	0	1542	0	1932	297	453	516	720	429	2355	528	0	765	822	1941	159	855	0	609	0	675	0	1707	1233	1983	714	1137	768	0	1236	225	0	471	102	963	207	441	1266	381	0	426	0	270	0	1389	975	0	0	426	0	465	204	0	0	639	1233	321	0	0	591	1971	747	0	1143	243	735	165	0	369	1014	0	96	0	816	369	0	663	882	0	126	1254	1458	567	363	0	252	252	0	654	669	675	0	0	492	1317	0	336	639	441	399	0	465	816	366	0	279	357	1335	0	804	1194	1674	0	300	744	0	1635	600	639	0	567	234	729	0	1335	402	213	879	1539	210	0	0	255	636	0	1500	0	978	0	1725	1437	0	711	660	657	981	0	771	0	870	567	891	0	240	459	480	450	219	0	366	0	669	837	1773	855	0	147	0	564	96	0	336	0	0	189	654	1206	267	897	297	1758	423	978	1131	846	1029	375	1176	828	495	801	1071	0	0	570	0	0	0	858	423	429	966	3444	396	162	132	0	315	738	0	0	195	738	615	0	126	660	369	0	270	546	1470	0	186	900	399	0	381	492	1248	0	1842	0	273	408	0	627	285	165	1296	0	0	480	0	624	0	0	1755	0	0	0	972	378	141	441	210	1638	1164	0	597	372	354	0	906	1371	0	282	0	1164	0	591	441	567	0	0	591	270	1887	0	234	399	786	1632	0	306	198	135	1458	1044	126	2253	522	276	150	1023	777	1065	87	0	690	165	396	180	1107	267	534	0	357
SRR10245053	642	636	534	1056	834	186	372	915	246	0	357	2034	363	0	270	285	0	186	450	1404	378	0	189	0	1164	72	231	354	189	0	1131	402	225	330	0	384	204	0	0	507	213	132	549	270	195	804	87	681	150	0	0	288	2265	0	951	357	234	0	201	1188	288	0	1005	1638	618	1308	288	0	903	207	0	654	90	0	1506	399	0	108	1419	1140	1788	480	0	822	729	0	120	843	0	1560	0	1902	357	354	534	741	504	2355	411	0	633	1248	1941	0	762	0	609	0	906	0	1668	1233	1983	714	1137	393	0	480	225	0	471	102	495	321	240	1266	600	0	381	0	228	0	1389	1032	0	0	426	0	465	204	0	0	639	483	291	0	0	558	1971	924	0	1143	186	735	165	0	282	1014	0	591	0	816	375	0	690	642	0	195	1260	1245	462	288	0	252	300	0	759	336	435	0	0	492	2163	0	336	363	387	564	0	369	816	351	0	585	291	747	0	807	1125	2121	0	300	765	0	885	600	1134	0	567	423	729	0	645	375	213	1302	1539	0	0	0	255	1011	0	573	0	420	0	1725	528	0	711	660	657	981	0	771	0	870	753	528	0	240	459	759	522	219	0	654	0	540	894	1773	855	0	171	0	609	96	0	336	0	0	387	651	1107	0	696	234	1758	267	696	1200	993	1029	375	1176	624	474	834	1059	0	0	570	0	0	0	858	483	0	948	4107	465	192	0	0	159	861	0	0	195	528	615	0	126	501	408	0	270	726	1263	0	345	879	0	0	537	630	1503	0	1638	0	273	366	0	627	240	606	1170	0	0	396	0	369	0	0	1755	0	0	0	771	246	141	405	324	1641	1164	0	336	372	315	0	1128	1371	0	285	0	1164	0	591	468	567	0	0	591	207	783	0	234	756	786	1632	0	300	246	135	1458	867	0	810	453	297	204	1023	777	1065	0	0	687	216	396	180	534	267	483	0	261
